# Detailed NYC marathon course track derived from the 2024 TCS New York City Marathon GPX track and used to keep the rendered course aligned with the official NYRR map when public routers are unavailable.
40.790290,-73.939580
40.791470,-73.938730
40.792830,-73.937740
40.793410,-73.937310
40.793460,-73.937290
40.793540,-73.937200
40.794070,-73.936810
40.794470,-73.936520
40.795120,-73.936060
40.796380,-73.935150
40.797000,-73.934700
40.797310,-73.934460
40.797800,-73.934110
40.798740,-73.933420
40.800300,-73.932270
40.801430,-73.931440
40.802560,-73.930590
40.802740,-73.930380
40.802850,-73.930230
40.802970,-73.930010
40.803390,-73.929110
40.803780,-73.928320
40.804590,-73.926730
40.804710,-73.926520
40.804740,-73.926350
40.805450,-73.925485
40.806019,-73.925002
40.807161,-73.924256
40.808146,-73.926461
40.810081,-73.925111
40.810995,-73.927150
40.812984,-73.925787
40.813350,-73.926699
40.812245,-73.927461
40.811742,-73.928158
40.812680,-73.929390
40.812840,-73.929570
40.812880,-73.929600
40.813150,-73.929920
40.813410,-73.930480
40.814080,-73.932000
40.814130,-73.932130
40.814160,-73.932320
40.814180,-73.933100
40.814230,-73.934420
40.814270,-73.934810
40.814320,-73.935020
40.814530,-73.935510
40.814800,-73.936160
40.813430,-73.937150
40.812640,-73.937750
40.812250,-73.938040
40.809590,-73.939950
40.807710,-73.941320
40.806190,-73.942460
40.805750,-73.942750
40.805910,-73.943160
40.806170,-73.943790
40.806430,-73.944380
40.806310,-73.944440
40.806070,-73.944610
40.805840,-73.944770
40.805290,-73.945170
40.804530,-73.945730
40.804170,-73.945990
40.803900,-73.946190
40.803650,-73.945620
40.803610,-73.945520
40.803290,-73.944740
40.803240,-73.944610
40.803120,-73.944700
40.802750,-73.944980
40.802620,-73.945070
40.802240,-73.945340
40.801860,-73.945620
40.801070,-73.946180
40.800680,-73.946470
40.800400,-73.946670
40.799860,-73.947060
40.798630,-73.947960
40.798040,-73.948410
40.797610,-73.948730
40.797170,-73.949040
40.796640,-73.949400
40.794240,-73.951150
40.792090,-73.952720
40.788070,-73.955660
40.786730,-73.956620
40.784113,-73.958575
40.784211,-73.958854
40.784220,-73.958890
40.784100,-73.958980
40.782010,-73.960510
40.781840,-73.960640
40.781730,-73.960760
40.781620,-73.960960
40.781540,-73.961260
40.781520,-73.961520
40.781530,-73.961670
40.781630,-73.962360
40.781630,-73.962540
40.781550,-73.963000
40.781440,-73.963400
40.781280,-73.963750
40.781130,-73.963970
40.781010,-73.964100
40.780860,-73.964230
40.780390,-73.964580
40.779890,-73.964850
40.779590,-73.965050
40.779240,-73.965360
40.778960,-73.965720
40.778650,-73.966110
40.778480,-73.966260
40.778410,-73.966320
40.778230,-73.966460
40.777910,-73.966670
40.777570,-73.966840
40.777340,-73.966930
40.776910,-73.967070
40.776330,-73.967320
40.776250,-73.967340
40.776140,-73.967340
40.775810,-73.967290
40.775660,-73.967300
40.775530,-73.967360
40.775440,-73.967460
40.775270,-73.967720
40.775040,-73.968220
40.774890,-73.968470
40.774700,-73.968680
40.774260,-73.969080
40.774100,-73.969150
40.773960,-73.969170
40.773720,-73.969140
40.773540,-73.969080
40.773370,-73.968970
40.773200,-73.968860
40.773060,-73.968820
40.772930,-73.968800
40.772810,-73.968810
40.772600,-73.968870
40.771960,-73.969210
40.771860,-73.969280
40.771740,-73.969370
